"Scaffold" "Length" "M36M" "M38F" "STM123F" "STM146M" "HI035F" "HI004M"
"495" "DPSCF300495" 56762 26 15 8 12 15 9
"496" "DPSCF300496" 56672 20 11 11 9 10 8
"497" "DPSCF300497" 56493 39 23 16 19 23 14
"498" "DPSCF300498" 69275 11 3 0 0 1 2
"499" "DPSCF300499" 55626 23 15 10 13 15 12
"500" "DPSCF300500" 54469 28 16 12 15 14 13
"501" "DPSCF300501" 82058 19 12 10 12 10 16
"502" "DPSCF300502" 105483 29 16 9 15 17 13
"503" "DPSCF300503" 68091 25 15 10 13 15 10
"504" "DPSCF300504" 61420 28 15 13 12 15 11
"505" "DPSCF300505" 53149 29 17 13 14 18 11
"506" "DPSCF300506" 52894 18 10 15 10 8 12
"507" "DPSCF300507" 52517 23 14 8 12 15 11
"508" "DPSCF300508" 51710 27 14 13 12 15 11
"509" "DPSCF300509" 50989 13 7 7 7 6 8
"510" "DPSCF300510" 50626 23 15 12 12 12 15
"511" "DPSCF300511" 50228 10 6 4 5 7 5
"512" "DPSCF300512" 48939 35 21 12 17 21 14
"513" "DPSCF300513" 48439 14 8 5 6 8 7
"514" "DPSCF300514" 47590 30 17 18 14 17 16
"515" "DPSCF300515" 47401 6 4 5 4 5 5
"516" "DPSCF300516" 46939 44 26 19 22 24 22
"517" "DPSCF300517" 46435 24 15 8 11 14 8
"518" "DPSCF300518" 49954 22 14 12 11 13 15
"519" "DPSCF300519" 44684 40 24 11 20 26 15
"520" "DPSCF300520" 44679 26 18 10 14 17 11
"521" "DPSCF300521" 43756 19 11 7 9 12 9
"522" "DPSCF300522" 41775 34 19 14 18 15 22
"523" "DPSCF300523" 41534 41 25 21 20 24 19
"524" "DPSCF300524" 41332 22 16 7 12 15 9
"525" "DPSCF300525" 73340 26 15 11 13 15 11
"526" "DPSCF300526" 40549 23 14 7 11 16 9
"527" "DPSCF300527" 40518 29 18 11 14 17 9
"528" "DPSCF300528" 73335 18 10 10 9 10 11
"529" "DPSCF300529" 40274 30 18 14 17 16 30
"530" "DPSCF300530" 39976 43 24 19 19 24 17
"531" "DPSCF300531" 39787 24 14 7 11 13 10
"532" "DPSCF300532" 39103 41 22 12 19 24 13
"533" "DPSCF300533" 39304 0 5 4 0 5 0
"534" "DPSCF300534" 38009 38 23 17 19 23 16
"535" "DPSCF300535" 60335 13 7 5 7 7 7
"536" "DPSCF300536" 37420 29 16 9 15 14 12
"537" "DPSCF300537" 37293 8 2 7 5 7 10
"538" "DPSCF300538" 36852 30 19 18 14 18 14
"539" "DPSCF300539" 76716 44 17 10 14 19 13
"540" "DPSCF300540" 35460 25 15 9 11 16 9
"541" "DPSCF300541" 34941 35 23 12 19 25 14
"542" "DPSCF300542" 34311 32 20 14 15 21 10
"543" "DPSCF300543" 33752 41 25 34 25 21 34
"544" "DPSCF300544" 50105 28 16 11 15 15 16
"545" "DPSCF300545" 33269 22 12 10 12 14 12
"546" "DPSCF300546" 32706 0 0 0 0 0 0
"547" "DPSCF300547" 31668 27 16 12 14 16 10
"548" "DPSCF300548" 31285 23 13 9 12 15 11
"549" "DPSCF300549" 35220 28 15 15 12 13 22
"550" "DPSCF300550" 30626 0 0 0 0 0 0
"551" "DPSCF300551" 30330 24 14 9 12 12 14
"552" "DPSCF300552" 30144 17 9 8 8 10 8
"553" "DPSCF300553" 30062 20 12 5 8 9 7
"554" "DPSCF300554" 29448 13 7 6 7 5 7
"555" "DPSCF300555" 28988 8 6 7 5 5 6
"556" "DPSCF300556" 35906 29 16 13 15 15 15
"557" "DPSCF300557" 28672 18 11 7 10 10 6
"558" "DPSCF300558" 28575 19 11 12 9 11 11
"559" "DPSCF300559" 28498 29 18 7 12 19 10
"560" "DPSCF300560" 28374 19 12 12 11 10 11
"561" "DPSCF300561" 27948 10 6 4 5 6 6
"562" "DPSCF300562" 27853 19 12 8 11 8 13
"563" "DPSCF300563" 27754 18 12 8 9 12 9
"564" "DPSCF300564" 27722 24 18 8 13 16 14
"565" "DPSCF300565" 43589 0 0 0 0 0 0
"566" "DPSCF300566" 27092 7 4 5 3 8 2
"567" "DPSCF300567" 26921 24 13 11 11 11 15
"568" "DPSCF300568" 26712 21 13 10 11 15 9
"569" "DPSCF300569" 44457 33 19 10 16 20 10
"570" "DPSCF300570" 26398 26 15 11 12 16 11
"571" "DPSCF300571" 26237 9 9 7 0 2 4
"572" "DPSCF300572" 26031 40 22 18 18 19 19
"573" "DPSCF300573" 25976 24 16 13 14 16 15
"574" "DPSCF300574" 25745 16 12 9 9 12 10
"575" "DPSCF300575" 25723 19 11 6 9 12 9
"576" "DPSCF300576" 25518 36 20 17 18 21 16
"577" "DPSCF300577" 29863 26 16 10 12 19 13
"578" "DPSCF300578" 25102 14 8 7 8 8 7
"579" "DPSCF300579" 24802 402 1414 7580 5569 5970 8258
"580" "DPSCF300580" 24646 17 12 6 9 12 9
"581" "DPSCF300581" 24588 18 11 10 9 10 13
"582" "DPSCF300582" 24232 11 7 7 5 8 6
"583" "DPSCF300583" 24053 23 15 9 12 15 12
"584" "DPSCF300584" 22796 18 11 9 11 5 11
"585" "DPSCF300585" 51795 0 0 0 0 0 0
"586" "DPSCF300586" 22577 0 0 0 0 0 0
"587" "DPSCF300587" 22073 0 0 0 0 0 0
"588" "DPSCF300588" 21582 26 15 11 15 13 16
"589" "DPSCF300589" 20778 29 18 17 15 18 12
"590" "DPSCF300590" 20393 20 13 9 11 15 12
"591" "DPSCF300591" 33167 21 13 9 12 15 13
"592" "DPSCF300592" 20065 0 0 0 0 0 0
"593" "DPSCF300593" 19967 11 8 4 6 9 6
"594" "DPSCF300594" 19955 16 10 7 10 14 10
"595" "DPSCF300595" 19639 27 17 10 15 15 13
"596" "DPSCF300596" 19595 19 13 5 10 12 6
"597" "DPSCF300597" 44176 9 5 5 4 9 3
"598" "DPSCF300598" 19486 15 8 7 6 7 4
"599" "DPSCF300599" 19429 18 12 7 11 10 14
"600" "DPSCF300600" 19039 24 12 8 10 12 9
"601" "DPSCF300601" 19008 18 11 4 8 10 7
"602" "DPSCF300602" 18974 19 10 8 9 10 7
"603" "DPSCF300603" 18851 18 11 8 9 12 6
"604" "DPSCF300604" 18833 26 14 7 12 16 10
"605" "DPSCF300605" 18773 14 5 4 5 7 5
"606" "DPSCF300606" 18772 0 0 0 0 0 0
"607" "DPSCF300607" 18726 14 8 5 7 8 7
"608" "DPSCF300608" 18115 2 2 2 2 3 1
"609" "DPSCF300609" 18096 15 9 22 12 7 20
"610" "DPSCF300610" 17846 22 13 9 11 16 10
"611" "DPSCF300611" 17749 38 20 10 16 25 13
"612" "DPSCF300612" 17717 11 5 2 3 4 4
"613" "DPSCF300613" 17626 35 20 9 15 19 14
"614" "DPSCF300614" 17579 23 14 9 11 15 11
"615" "DPSCF300615" 17086 25 15 12 12 13 15
"616" "DPSCF300616" 16974 21 10 9 8 12 9
"617" "DPSCF300617" 16865 0 0 0 0 0 0
"618" "DPSCF300618" 16777 9 5 4 3 5 4
"619" "DPSCF300619" 16724 10 14 7 4 14 4
"620" "DPSCF300620" 16709 10 7 5 8 9 4
"621" "DPSCF300621" 16525 34 33 21 20 38 22
"622" "DPSCF300622" 16486 0 0 0 0 0 0
"623" "DPSCF300623" 16214 16 9 6 6 7 8
"624" "DPSCF300624" 16181 14 8 8 8 7 9
"625" "DPSCF300625" 16126 7 3 4 1 2 0
"626" "DPSCF300626" 15900 19 13 10 10 11 10
"627" "DPSCF300627" 15872 20 11 7 10 12 11
"628" "DPSCF300628" 15847 17 12 6 12 5 12
"629" "DPSCF300629" 15823 10 6 4 3 5 3
"630" "DPSCF300630" 15821 1 0 1 0 0 0
"631" "DPSCF300631" 15679 0 0 0 0 0 0
"632" "DPSCF300632" 15621 6 3 3 2 2 2
"633" "DPSCF300633" 15608 15 9 11 7 8 13
"634" "DPSCF300634" 15278 23 11 9 7 10 7
"635" "DPSCF300635" 15177 22 12 9 12 13 10
"636" "DPSCF300636" 15138 19 11 9 8 13 9
"637" "DPSCF300637" 14826 13 10 7 9 11 6
"638" "DPSCF300638" 14740 18 9 7 8 9 7
"639" "DPSCF300639" 14728 0 0 0 0 0 0
"640" "DPSCF300640" 14582 28 16 10 13 8 24
"641" "DPSCF300641" 14577 0 0 0 0 0 0
"642" "DPSCF300642" 14574 19 11 10 10 9 7
"643" "DPSCF300643" 14546 0 0 0 0 0 0
"644" "DPSCF300644" 14538 4 1 1 0 1 0
"645" "DPSCF300645" 14531 0 0 0 0 0 0
"646" "DPSCF300646" 14497 18 13 9 9 12 11
"647" "DPSCF300647" 14437 18 11 8 9 10 11
"648" "DPSCF300648" 14230 45 14 12 21 15 19
"649" "DPSCF300649" 14155 9 6 4 7 7 4
"650" "DPSCF300650" 14056 0 0 0 0 0 0
"651" "DPSCF300651" 14009 10 7 5 4 6 3
"652" "DPSCF300652" 13977 17 10 8 11 8 12
"653" "DPSCF300653" 13908 14 7 8 10 4 11
"654" "DPSCF300654" 13845 15 8 5 7 7 13
"655" "DPSCF300655" 13790 21 14 6 11 14 12
"656" "DPSCF300656" 13753 0 0 0 0 0 0
"657" "DPSCF300657" 13562 12 8 4 5 6 5
"658" "DPSCF300658" 13552 15 8 4 7 9 7
"659" "DPSCF300659" 13527 23 14 5 10 16 8
"660" "DPSCF300660" 13510 0 0 0 0 0 0
"661" "DPSCF300661" 13478 22 12 10 10 10 9
"662" "DPSCF300662" 13457 0 0 0 0 0 0
"663" "DPSCF300663" 13413 14 9 9 6 7 5
"664" "DPSCF300664" 13397 13 7 6 8 5 12
"665" "DPSCF300665" 13237 29 16 16 15 15 20
"666" "DPSCF300666" 13222 24 14 14 13 13 17
"667" "DPSCF300667" 13072 26 15 11 12 13 13
"668" "DPSCF300668" 13032 0 0 0 0 0 0
"669" "DPSCF300669" 12976 12 8 4 10 10 10
"670" "DPSCF300670" 12937 0 0 0 0 0 0
"671" "DPSCF300671" 12889 0 0 0 0 0 0
"672" "DPSCF300672" 12842 17 10 5 9 8 8
"673" "DPSCF300673" 12796 30 16 7 14 20 8
"674" "DPSCF300674" 12766 13 9 4 6 8 3
"675" "DPSCF300675" 12718 0 0 0 0 0 0
"676" "DPSCF300676" 12677 24 15 12 12 13 17
"677" "DPSCF300677" 12559 24 14 8 13 13 8
"678" "DPSCF300678" 12548 0 0 0 0 0 0
"679" "DPSCF300679" 12509 14 6 5 5 7 4
"680" "DPSCF300680" 12232 22 13 5 11 16 13
"681" "DPSCF300681" 12219 20 11 10 11 11 12
"682" "DPSCF300682" 12141 0 0 0 0 0 0
"683" "DPSCF300683" 12133 2 1 1 0 1 0
"684" "DPSCF300684" 12111 25 14 9 10 18 11
"685" "DPSCF300685" 12060 16 10 10 7 6 8
"686" "DPSCF300686" 12023 18 12 8 9 13 6
"687" "DPSCF300687" 12003 0 0 0 0 0 0
"688" "DPSCF300688" 11926 12 7 3 5 9 5
"689" "DPSCF300689" 11914 29 17 2 17 13 21
"690" "DPSCF300690" 11846 0 0 0 0 0 0
"691" "DPSCF300691" 11840 20 12 7 12 13 10
"692" "DPSCF300692" 36342 0 0 0 0 0 0
"693" "DPSCF300693" 11670 12 11 5 7 10 8
"694" "DPSCF300694" 11573 9 4 6 4 10 0
"695" "DPSCF300695" 11471 21 13 5 9 13 8
"696" "DPSCF300696" 11470 0 0 0 0 0 0
"697" "DPSCF300697" 11459 0 0 0 0 0 0
"698" "DPSCF300698" 11358 18 10 7 12 11 8.5
"699" "DPSCF300699" 11341 25 18 10 15 18 11
"700" "DPSCF300700" 11213 21 13 10 12 14 11
"701" "DPSCF300701" 11191 23 15 6 12 15 10
"702" "DPSCF300702" 11170 24 13 6 11 14 13
"703" "DPSCF300703" 11076 18 11 12 10 11 10
"704" "DPSCF300704" 11046 22 14 6 12 14 9
"705" "DPSCF300705" 10911 11 6 4 5 5 8
"706" "DPSCF300706" 10796 20 13 15 14 16 7
"707" "DPSCF300707" 10789 0 0 0 0 0 0
"708" "DPSCF300708" 10762 36 21 7 15 25 8
"709" "DPSCF300709" 10725 0 0 0 0 0 0
"710" "DPSCF300710" 10720 12 9 4 4 8 5
"711" "DPSCF300711" 10676 26 15 10 14 17 10
"712" "DPSCF300712" 10621 0 0 0 0 0 0
"713" "DPSCF300713" 10609 17 9 8 7 9 5
"714" "DPSCF300714" 10558 15 7 5 7 7 6
"715" "DPSCF300715" 10546 24.5 13 11 13 14 15
"716" "DPSCF300716" 10536 16 8 4 8 6 15
"717" "DPSCF300717" 10506 23 15 8 10 13 11
"718" "DPSCF300718" 10503 0 0 0 0 0 0
"719" "DPSCF300719" 10412 25 16 8 8 15 10
"720" "DPSCF300720" 10406 23 14 9 14 13 14
"721" "DPSCF300721" 10382 7 1 2 0 3 0
"722" "DPSCF300722" 10357 15 9 5 8 12 4
"723" "DPSCF300723" 10245 0 0 0 0 0 0
"724" "DPSCF300724" 10242 0 0 0 0 0 0
"725" "DPSCF300725" 10217 22 14 13 12 14 10
"726" "DPSCF300726" 10154 22 13 10 12 16 9
"727" "DPSCF300727" 10120 22 13 11 11 11 10
"728" "DPSCF300728" 22037 0 0 0 0 0 0
"729" "DPSCF300729" 9832 0 0 0 0 0 0
"730" "DPSCF300730" 9772 25 18 11 14.5 16 15
"731" "DPSCF300731" 9654 22 13 11 10 12 12
"732" "DPSCF300732" 9634 0 0 0 0 0 0
"733" "DPSCF300733" 9557 0 0 0 0 0 0
"734" "DPSCF300734" 9514 22 13 6 10 18 5
"735" "DPSCF300735" 9513 16 10 10 9 10 9
"736" "DPSCF300736" 9497 0 0 0 0 0 0
"737" "DPSCF300737" 9435 0 0 0 0 0 0
"738" "DPSCF300738" 9427 17 10 5 7 10 5
"739" "DPSCF300739" 9426 0 0 0 0 0 0
"740" "DPSCF300740" 9414 5 3 3 2 4 6
"741" "DPSCF300741" 9394 0 0 0 0 0 0
"742" "DPSCF300742" 9369 20 12 5 9 14 8
"743" "DPSCF300743" 9342 15 9 7 7 10 8
"744" "DPSCF300744" 9329 22 13 10 9 10 6
"745" "DPSCF300745" 9328 17 8 9 9 8 13
"746" "DPSCF300746" 9303 0 0 0 0 0 0
"747" "DPSCF300747" 9253 0 0 0 0 0 0
"748" "DPSCF300748" 9253 23 17 8 11 17 7
"749" "DPSCF300749" 9230 18 11 12 9 8 16
"750" "DPSCF300750" 9227 13 6 6 11 6 20
"751" "DPSCF300751" 9161 26 15 12 11 14 9
"752" "DPSCF300752" 9149 0 0 0 0 0 0
"753" "DPSCF300753" 9117 4 8 7 0 3 3
"754" "DPSCF300754" 9109 18 10 7 8 10 13
"755" "DPSCF300755" 9096 0 0 0 0 0 0
"756" "DPSCF300756" 9088 18 9 9 8 11 5
"757" "DPSCF300757" 9049 33 20 15 15 18 15
"758" "DPSCF300758" 9039 0 0 0 0 0 0
"759" "DPSCF300759" 9032 20 12 6 12 13 9
"760" "DPSCF300760" 9026 13 7 3 6 9 6
"761" "DPSCF300761" 8996 17 9 4 8 9 4
"762" "DPSCF300762" 27305 0 0 0 0 0 0
"763" "DPSCF300763" 8982 11 5 8 5 4 9
"764" "DPSCF300764" 8965 25 16 8 12 14 11
"765" "DPSCF300765" 8937 16 9 4 6 11 5
"766" "DPSCF300766" 8915 22 12 7 9 11 13
"767" "DPSCF300767" 8905 20 12 8 11 16 11
"768" "DPSCF300768" 8861 0 0 0 0 0 0
"769" "DPSCF300769" 8823 0 0 0 0 0 0
"770" "DPSCF300770" 8806 17 13 6 11 14 6
"771" "DPSCF300771" 8792 19 13 28 10 10 22
"772" "DPSCF300772" 8780 16 10 4 9 5 8
"773" "DPSCF300773" 8780 0 0 0 0 0 0
"774" "DPSCF300774" 8767 0 0 0 0 0 0
"775" "DPSCF300775" 8767 7 4 5 1 3 2
"776" "DPSCF300776" 8746 17 12 5 5 9 6
"777" "DPSCF300777" 8738 0 0 0 0 0 0
"778" "DPSCF300778" 8732 6 6 3 1 3 3
"779" "DPSCF300779" 8725 20 11 7 10 13 4
"780" "DPSCF300780" 8723 34 20 16 19 16 36
"781" "DPSCF300781" 27737 0 0 0 0 0 0
"782" "DPSCF300782" 8687 15 10 6 3 8 4
"783" "DPSCF300783" 8672 17 9 9 9 9 8
"784" "DPSCF300784" 8653 0 0 0 0 0 0
"785" "DPSCF300785" 8609 19 13 7 10 8 10
"786" "DPSCF300786" 8604 0 0 0 0 0 0
"787" "DPSCF300787" 8603 22 11 8 11 12 13
"788" "DPSCF300788" 24298 0 0 0 0 0 0
"789" "DPSCF300789" 8575 22 13 5 12 12 15
"790" "DPSCF300790" 8566 0 0 0 0 0 0
"791" "DPSCF300791" 8562 4 1 0 0 2 2
"792" "DPSCF300792" 8536 2 1 1 1 1 1
"793" "DPSCF300793" 8526 26 16 11 10 16 13
"794" "DPSCF300794" 8524 35 23 14 17 22 11
"795" "DPSCF300795" 8516 0 0 0 0 0 0
"796" "DPSCF300796" 8500 0 0 0 0 0 0
"797" "DPSCF300797" 8464 14 3 4 4 10 3
"798" "DPSCF300798" 8461 21 14 13 12 15 10
"799" "DPSCF300799" 8402 19 7 12 12 6 13
"800" "DPSCF300800" 8392 26 15 21 15 15 22
"801" "DPSCF300801" 8387 24 15 8 14 14 9
"802" "DPSCF300802" 8381 0 0 0 0 0 0
"803" "DPSCF300803" 8371 18 12 9 10 13 9
"804" "DPSCF300804" 8349 22 11 15 14 13 11
"805" "DPSCF300805" 8338 28 13 6 12 15 8
"806" "DPSCF300806" 8310 0 0 0 0 0 0
"807" "DPSCF300807" 8248 0 0 0 0 0 0
"808" "DPSCF300808" 8221 0 0 0 0 0 0
"809" "DPSCF300809" 8205 16 10 16 11 10 15
"810" "DPSCF300810" 8178 0 0 0 0 0 0
"811" "DPSCF300811" 8158 17 12 5 11 10 9
"812" "DPSCF300812" 8142 0 0 0 0 0 0
"813" "DPSCF300813" 8140 0 0 0 0 0 0
"814" "DPSCF300814" 8129 0 0 0 0 0 0
"815" "DPSCF300815" 8128 17 12 5 9 13 5
"816" "DPSCF300816" 8076 22 12 6 11 17 8
"817" "DPSCF300817" 24537 0 0 0 0 0 0
"818" "DPSCF300818" 8022 18 12 6 10 13 7
"819" "DPSCF300819" 7935 0 0 0 0 0 0
"820" "DPSCF300820" 7900 12 10 4 6 7 5
"821" "DPSCF300821" 7843 14 10 8 9 8 7
"822" "DPSCF300822" 7839 17 8 5 6 10 4
"823" "DPSCF300823" 7811 14 7 4 4 7 9
"824" "DPSCF300824" 7795 0 0 0 0 0 0
"825" "DPSCF300825" 7763 0 0 0 0 0 0
"826" "DPSCF300826" 7716 9 6 2 5 6 3
"827" "DPSCF300827" 7695 23 11 4 8 10 7
"828" "DPSCF300828" 7657 19 13 7 9 14 8
"829" "DPSCF300829" 7623 0 0 0 0 0 0
"830" "DPSCF300830" 7596 0 0 0 0 0 0
"831" "DPSCF300831" 7592 26 12 7 14 12 9
"832" "DPSCF300832" 7576 7 5 3 2 8 2
"833" "DPSCF300833" 7543 20 13 6 9 12 10
"834" "DPSCF300834" 7476 0 0 0 0 0 0
"835" "DPSCF300835" 7459 0 0 0 0 0 0
"836" "DPSCF300836" 7436 0 0 0 0 0 0
"837" "DPSCF300837" 7410 0 0 0 0 0 0
"838" "DPSCF300838" 7362 0 0 0 0 0 0
"839" "DPSCF300839" 7314 0 0 0 0 0 0
"840" "DPSCF300840" 7306 0 0 0 0 0 0
"841" "DPSCF300841" 7286 0 0 0 0 0 0
"842" "DPSCF300842" 7269 20 13 7 13 10 14
"843" "DPSCF300843" 7214 0 0 0 0 0 0
"844" "DPSCF300844" 7187 13 9 6 7 8 10
"845" "DPSCF300845" 7180 13 7 1 6 3 2
"846" "DPSCF300846" 7178 0 0 0 0 0 0
"847" "DPSCF300847" 7120 9 5 2 7 7 6
"848" "DPSCF300848" 7116 0 0 0 0 0 0
"849" "DPSCF300849" 7095 0 0 0 0 0 0
"850" "DPSCF300850" 7045 0 0 0 0 0 0
"851" "DPSCF300851" 6997 0 0 0 0 0 0
"852" "DPSCF300852" 6959 21 11 11 13 7 24
"853" "DPSCF300853" 6892 16 12 7 6 9 5
"854" "DPSCF300854" 6888 19 15 5 11 15 5
"855" "DPSCF300855" 6878 18 11 13 8 8 11
"856" "DPSCF300856" 6778 0 0 0 0 0 0
"857" "DPSCF300857" 6758 0 0 0 0 0 0
"858" "DPSCF300858" 6697 0 0 0 0 0 0
"859" "DPSCF300859" 6667 0 0 0 0 0 0
"860" "DPSCF300860" 6664 0 0 0 0 0 0
"861" "DPSCF300861" 6648 0 0 0 0 0 0
"862" "DPSCF300862" 6630 0 0 0 0 0 0
"863" "DPSCF300863" 6564 25 17 17 12 18 14
"864" "DPSCF300864" 6551 8 6 2 6 4 3
"865" "DPSCF300865" 6532 0 0 0 0 0 0
"866" "DPSCF300866" 6513 21 7 6 5 6 6
"867" "DPSCF300867" 6486 8 4 2 5 2 9.5
"868" "DPSCF300868" 6405 10 6 3 7 8 4
"869" "DPSCF300869" 6372 22 13 6 11 13 9
"870" "DPSCF300870" 6359 23 15 7 12 18 9
"871" "DPSCF300871" 6357 22 11 6 7 15 7
"872" "DPSCF300872" 6346 25 15 16 15 14 13
"873" "DPSCF300873" 6333 29 16 13 12 16 9
"874" "DPSCF300874" 6331 24 15 8 11 13 6
"875" "DPSCF300875" 6318 25 15 5 9 13 15
"876" "DPSCF300876" 6316 27 16 13 14 18 14
"877" "DPSCF300877" 6303 37 22 12 18 26 17
"878" "DPSCF300878" 6286 10 9 3 4 6 3
"879" "DPSCF300879" 6265 19 12 12 11 10 30
"880" "DPSCF300880" 6220 21 13 9 9 12 4
"881" "DPSCF300881" 6192 16 15 6 6 10 5
"882" "DPSCF300882" 6189 0 0 0 0 0 0
"883" "DPSCF300883" 6140 0 0 0 0 0 0
"884" "DPSCF300884" 6112 22 13 13 13 15 11
"885" "DPSCF300885" 6106 15 8 9 7 6 11
"886" "DPSCF300886" 6063 4 1 1 1 2 1
"887" "DPSCF300887" 6049 10 5 8 3 8 7
"888" "DPSCF300888" 6008 14 8 4 4 13 12
"889" "DPSCF300889" 5981 2 2 1 3 3 2
"890" "DPSCF300890" 5976 45 25 17 19 27 14
"891" "DPSCF300891" 5973 0 0 0 0 0 0
"892" "DPSCF300892" 5972 28 18 10 18 14 15
"893" "DPSCF300893" 5950 17 11 6 12 8 21
"894" "DPSCF300894" 5948 31 17 21 15 12 21
"895" "DPSCF300895" 5932 0 0 0 0 0 0
"896" "DPSCF300896" 5865 21 15 8 16 13 12
"897" "DPSCF300897" 5860 18 12 13 13 14 11
"898" "DPSCF300898" 5851 11 5 7 6 7 9
"899" "DPSCF300899" 5846 21 11 18 10 14 11
"900" "DPSCF300900" 5840 0 0 0 0 0 0
"901" "DPSCF300901" 5832 0 0 0 0 0 0
"902" "DPSCF300902" 5829 24 14 8 12 15 8
"903" "DPSCF300903" 5770 28 15 11 10 14 14
"904" "DPSCF300904" 5764 0 0 0 0 0 0
"905" "DPSCF300905" 5758 22 13 13 13 16 18
"906" "DPSCF300906" 5748 14 10 2 7 11 4
"907" "DPSCF300907" 5716 15 8 4 9 2 15
"908" "DPSCF300908" 5678 19 13 11 11 11 11
"909" "DPSCF300909" 5673 40 11 11 24 10 25
"910" "DPSCF300910" 5666 23 14 14 10 13 9
"911" "DPSCF300911" 5664 23 11 7 12 9 12
"912" "DPSCF300912" 5660 29 17 11 17 19 10
"913" "DPSCF300913" 5657 14 14 7 9 12 7
"914" "DPSCF300914" 5640 0 0 0 0 0 0
"915" "DPSCF300915" 5628 6 4 4 3 5 0
"916" "DPSCF300916" 5625 22 14 9 12 18 7
"917" "DPSCF300917" 5607 28 14 12 13 16 9
"918" "DPSCF300918" 5592 18 12 16 7 13 9
"919" "DPSCF300919" 5583 21 11 7 12 10 9
"920" "DPSCF300920" 5582 20 12 7 8 11 14
"921" "DPSCF300921" 5575 28 15 17 16 11 22
"922" "DPSCF300922" 5574 17 10 5 9 11 5
"923" "DPSCF300923" 5569 24 13 12 8 12 7
"924" "DPSCF300924" 5566 31 20 13 15 18 16
"925" "DPSCF300925" 5545 16 10 4 7 8 11
"926" "DPSCF300926" 5541 25 14 8 15 8 21
"927" "DPSCF300927" 5535 8 2 2 4 2 2
"928" "DPSCF300928" 5534 17 11 1 3 14 1
"929" "DPSCF300929" 5527 0 0 13 0 0 0
"930" "DPSCF300930" 5522 0 0 0 0 0 0
"931" "DPSCF300931" 5521 18 11 12 10 10 14
"932" "DPSCF300932" 24334 0 0 0 0 0 0
"933" "DPSCF300933" 5504 10 6 3 8 4 5
"934" "DPSCF300934" 5489 19 12 5 8 10 15
"935" "DPSCF300935" 5488 13 9 5 9 6 8
"936" "DPSCF300936" 5479 0 0 0 0 0 0
"937" "DPSCF300937" 5477 32 21 15 15 21 16
"938" "DPSCF300938" 5460 22 13 9 13 14 7
"939" "DPSCF300939" 5458 15 12 9 9 13 5
"940" "DPSCF300940" 5442 0 0 0 0 0 0
"941" "DPSCF300941" 5437 28 16 8 12 19 11
"942" "DPSCF300942" 5420 0 0 0 0 0 0
"943" "DPSCF300943" 5415 39 22 15 21 24 19
"944" "DPSCF300944" 5414 23 13 9 10 10 16
"945" "DPSCF300945" 5413 0 0 0 0 0 0
"946" "DPSCF300946" 5413 14 7 7 7 11 1
"947" "DPSCF300947" 5401 16 8 6 6 6 9
"948" "DPSCF300948" 5399 21 13 12 9 13 14
"949" "DPSCF300949" 5394 31 21 11 12 20 11
"950" "DPSCF300950" 5392 0 0 0 0 0 0
"951" "DPSCF300951" 5390 21 13 8 9 13 7
"952" "DPSCF300952" 5389 21 13 9 11 15 8
"953" "DPSCF300953" 5364 20 10 6 11 14 6
"954" "DPSCF300954" 5361 21 9 9 7 12 9
"955" "DPSCF300955" 5344 26 14 70 12 17 11
"956" "DPSCF300956" 5340 16 10 7 10 8 15
"957" "DPSCF300957" 5338 38 23 15 17 20 14
"958" "DPSCF300958" 5336 20 10 6 7 12 6
"959" "DPSCF300959" 5331 27 14 13 11 14 10
"960" "DPSCF300960" 5330 28 14 13 14 15 19
"961" "DPSCF300961" 5303 23 12 6 7 13 7
"962" "DPSCF300962" 5300 26 17 15 14 15 8
"963" "DPSCF300963" 5298 30 15 7 13 17 7
"964" "DPSCF300964" 5297 27 25 8 15 17 7
"965" "DPSCF300965" 5293 23 14 13 11 14 8
"966" "DPSCF300966" 5290 26 15 10 14 13 20
"967" "DPSCF300967" 5289 23 12 13 9 13 14
"968" "DPSCF300968" 5279 12 0 3 2 0 0
"969" "DPSCF300969" 5278 21 14 8 11 14 13
"970" "DPSCF300970" 5278 26 17 10 12 16 15
"971" "DPSCF300971" 5259 26 14 26 14 13 23
"972" "DPSCF300972" 5233 23 15 15 13 13 12
"973" "DPSCF300973" 5224 0 0 0 0 0 0
"974" "DPSCF300974" 5205 0 0 0 0 0 0
"975" "DPSCF300975" 5198 16 10 14 10 12 14
"976" "DPSCF300976" 5190 0 0 0 0 0 0
"977" "DPSCF300977" 5184 25 12 8 12 10 9
"978" "DPSCF300978" 5183 15 2 4 11 5 6
"979" "DPSCF300979" 5173 14 8 5 7 8 4
"980" "DPSCF300980" 5171 9 4 8 4 4 6
"981" "DPSCF300981" 5170 0 0 0 0 0 0
"982" "DPSCF300982" 5139 22 19 14 17 19 9
"983" "DPSCF300983" 5138 18 11 12 11 11 7
"984" "DPSCF300984" 5130 8 2 3 0 4 0
"985" "DPSCF300985" 5125 15 7 5 7 10 5
"986" "DPSCF300986" 5118 1 1 3 4 2 2
"987" "DPSCF300987" 5100 0 0 0 0 0 0
"988" "DPSCF300988" 5098 20 12 13 11 14 15
"989" "DPSCF300989" 5095 16 9 13 6 10 6
"990" "DPSCF300990" 5087 1 0 3 5 5 4
"991" "DPSCF300991" 5083 4 8 12 8 13 9
