# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	NP_001040257.1	DPOGS200490
2	2	1	NP_001040258.1	DPOGS200854
2	3	0.333	NP_001040259.1	DPOGS208630,DPOGS204159
2	4	0.25	NP_001040260.1,NP_001103769.2,NP_001103768.1	DPOGS206955
2	2	1	NP_001040261.1	DPOGS208197
2	2	1	NP_001040262.1	DPOGS207940
2	2	1	NP_001040263.1	DPOGS207376
2	2	1	NP_001040264.1	DPOGS204990
2	2	1	NP_001040265.1	DPOGS202223
2	2	1	NP_001040266.1	DPOGS206311
2	2	1	NP_001040267.1	DPOGS202664
2	2	1	NP_001040268.1	DPOGS209694
2	2	1	NP_001040269.1	DPOGS201041
2	2	1	NP_001040270.1	DPOGS215695
2	2	1	NP_001040271.1	DPOGS211226
2	2	1	NP_001040273.1	DPOGS203528
2	2	1	NP_001040274.1	DPOGS212140
2	2	1	NP_001040275.1	DPOGS211860
2	2	1	NP_001040277.1	DPOGS200693
2	2	1	NP_001040278.1	DPOGS213950
2	2	1	NP_001040279.1	DPOGS205888
2	2	1	NP_001040280.1	DPOGS209012
2	2	1	NP_001040281.1	DPOGS205624
2	2	1	NP_001040282.1	DPOGS206746
2	2	1	NP_001040283.1	DPOGS207298
2	3	0.333	NP_001040284.1,NP_001103772.1	DPOGS207065
2	2	1	NP_001040285.1	DPOGS208830
2	2	1	NP_001040286.1	DPOGS214027
2	2	1	NP_001040287.1	DPOGS201111
2	2	1	NP_001040288.1	DPOGS200846
2	2	1	NP_001040289.1	DPOGS214107
2	3	0.333	NP_001040290.1,NP_001166835.1	DPOGS215931
2	2	1	NP_001040291.1	DPOGS200258
2	2	1	NP_001040292.1	DPOGS208881
2	2	1	NP_001040296.1	DPOGS204305
2	2	1	NP_001040297.1	DPOGS213496
2	2	1	NP_001040298.1	DPOGS202108
2	2	1	NP_001040299.1	DPOGS207256
2	2	1	NP_001040300.1	DPOGS209521
2	2	1	NP_001040301.1	DPOGS212202
2	2	1	NP_001040302.1	DPOGS203654
2	2	1	NP_001040303.1	DPOGS202407
2	2	1	NP_001040304.1	DPOGS209109
2	2	1	NP_001040305.1	DPOGS208942
2	2	1	NP_001040306.1	DPOGS202915
2	2	1	NP_001040307.1	DPOGS209401
2	2	1	NP_001040309.1	DPOGS200282
2	2	1	NP_001040310.1	DPOGS209778
2	2	1	NP_001040311.1	DPOGS210069
2	2	1	NP_001040312.1	DPOGS202018
2	2	1	NP_001040313.1	DPOGS204248
2	2	1	NP_001040314.1	DPOGS202979
2	2	1	NP_001040315.1	DPOGS208409
2	2	1	NP_001040316.1	DPOGS210834
2	2	1	NP_001040317.1	DPOGS206013
2	2	1	NP_001040318.1	DPOGS200948
2	2	1	NP_001040319.1	DPOGS200142
2	2	1	NP_001040321.1	DPOGS208326
2	2	1	NP_001040322.1	DPOGS204880
2	3	0.333	NP_001040323.2,XP_004934160.1	DPOGS202251
2	2	1	NP_001040325.1	DPOGS211339
2	2	1	NP_001040326.1	DPOGS202628
2	2	1	NP_001040327.1	DPOGS203660
2	2	1	NP_001040328.1	DPOGS206132
2	3	0.333	NP_001040329.1,NP_001103774.1	DPOGS211536
2	2	1	NP_001040330.1	DPOGS207772
2	2	1	NP_001040331.1	DPOGS204084
2	2	1	NP_001040332.1	DPOGS206370
2	3	0.333	NP_001040333.1,XP_004927568.1	DPOGS213842
2	2	1	NP_001040334.1	DPOGS201401
2	2	1	NP_001040335.1	DPOGS201816
2	2	1	NP_001040336.1	DPOGS215022
2	2	1	NP_001040337.1	DPOGS201323
2	2	1	NP_001040338.1	DPOGS206622
2	2	1	NP_001040340.1	DPOGS210133
2	2	1	NP_001040343.1	DPOGS201691
2	2	1	NP_001040344.1	DPOGS200660
2	2	1	NP_001040345.1	DPOGS205098
2	2	1	NP_001040346.1	DPOGS207024
2	2	1	NP_001040348.1	DPOGS213145
2	2	1	NP_001040349.1	DPOGS200416
2	2	1	NP_001040352.1	DPOGS200571
2	2	1	NP_001040353.1	DPOGS212102
2	2	1	NP_001040354.1	DPOGS213284
2	2	1	NP_001040355.1	DPOGS206918
2	2	1	NP_001040356.1	DPOGS202892
2	2	1	NP_001040357.1	DPOGS202219
2	2	1	NP_001040358.1	DPOGS202927
2	2	1	NP_001040359.1	DPOGS201325
2	2	1	NP_001040360.1	DPOGS201673
2	2	1	NP_001040361.1	DPOGS210306
2	2	1	NP_001040362.1	DPOGS206768
2	2	1	NP_001040363.1	DPOGS206274
2	2	1	NP_001040364.1	DPOGS213552
2	2	1	NP_001040365.1	DPOGS209096
2	2	1	NP_001040366.1	DPOGS204928
2	2	1	NP_001040367.1	DPOGS201859
2	2	1	NP_001040368.1	DPOGS204401
2	2	1	NP_001040369.1	DPOGS206929
2	2	1	NP_001040371.1	DPOGS213078
2	2	1	NP_001040372.1	DPOGS205732
2	2	1	NP_001040374.1	DPOGS212622
2	2	1	NP_001040375.1	DPOGS210508
2	2	1	NP_001040376.1	DPOGS208829
2	2	1	NP_001040377.1	DPOGS202975
2	2	1	NP_001040378.1	DPOGS213979
2	2	1	NP_001040379.1	DPOGS210094
2	2	1	NP_001040380.1	DPOGS214021
2	2	1	NP_001040381.1	DPOGS205394
2	2	1	NP_001040382.1	DPOGS202553
2	2	1	NP_001040383.1	DPOGS200658
2	2	1	NP_001040384.1	DPOGS211922
2	2	1	NP_001040385.1	DPOGS212122
2	2	1	NP_001040386.1	DPOGS202773
2	2	1	NP_001040387.1	DPOGS207864
2	2	1	NP_001040389.1	DPOGS202023
2	2	1	NP_001040391.1	DPOGS211608
2	2	1	NP_001040392.1	DPOGS210594
2	2	1	NP_001040393.1	DPOGS201405
2	2	1	NP_001040394.1	DPOGS206954
2	2	1	NP_001040395.1	DPOGS206447
2	2	1	NP_001040397.1	DPOGS205969
2	2	1	NP_001040398.1	DPOGS202218
2	12	0.333	NP_001040399.1,XP_004934194.1,XP_004934172.1,XP_004934133.1,XP_004934117.1,XP_004934098.1,XP_004933313.1,NP_001091756.1	DPOGS212517,DPOGS212471,DPOGS207203,DPOGS200276
2	2	1	NP_001040401.1	DPOGS206700
2	2	1	NP_001040402.1	DPOGS205055
2	2	1	NP_001040403.1	DPOGS216086
2	2	1	NP_001040404.1	DPOGS211526
2	2	1	NP_001040405.1	DPOGS213928
2	2	1	NP_001040406.1	DPOGS214124
2	2	1	NP_001040407.1	DPOGS206448
2	2	1	NP_001040408.1	DPOGS213665
2	2	1	NP_001040409.1	DPOGS204664
2	2	1	NP_001040410.1	DPOGS207586
2	2	1	NP_001040411.1	DPOGS208286
2	2	1	NP_001040412.1	DPOGS213476
2	2	1	NP_001040413.1	DPOGS208644
2	2	1	NP_001040414.1	DPOGS213171
2	2	1	NP_001040415.1	DPOGS208169
2	2	1	NP_001040416.1	DPOGS214306
2	2	1	NP_001040417.1	DPOGS205536
2	2	1	NP_001040418.1	DPOGS200692
2	2	1	NP_001040419.1	DPOGS215420
2	2	1	NP_001040420.1	DPOGS202879
2	2	1	NP_001040421.1	DPOGS210555
2	2	1	NP_001040422.1	DPOGS212019
2	2	1	NP_001040423.1	DPOGS208136
2	2	1	NP_001040424.1	DPOGS206141
2	4	0.25	NP_001040425.1,NP_001243995.1,NP_001243978.1	DPOGS209538
2	2	1	NP_001040427.1	DPOGS208740
2	2	1	NP_001040428.1	DPOGS215154
2	2	1	NP_001040429.1	DPOGS211216
2	3	0.333	NP_001040430.1,XP_004928437.1	DPOGS214044
2	2	1	NP_001040431.1	DPOGS213339
2	2	1	NP_001040432.1	DPOGS200273
2	2	1	NP_001040433.1	DPOGS213128
2	2	1	NP_001040434.1	DPOGS204690
2	2	1	NP_001040435.1	DPOGS215101
2	2	1	NP_001040436.1	DPOGS210802
2	2	1	NP_001040437.1	DPOGS201964
2	2	1	NP_001040438.1	DPOGS210276
2	2	1	NP_001040439.1	DPOGS213073
2	2	1	NP_001040440.1	DPOGS204499
2	2	1	NP_001040441.1	DPOGS203665
2	2	1	NP_001040442.1	DPOGS211846
2	2	1	NP_001040444.1	DPOGS213798
2	2	1	NP_001040445.1	DPOGS205419
2	2	1	NP_001040446.1	DPOGS205765
2	2	1	NP_001040447.1	DPOGS204743
2	2	1	NP_001040448.1	DPOGS209786
2	2	1	NP_001040449.1	DPOGS207009
2	2	1	NP_001040451.1	DPOGS204676
2	2	1	NP_001040452.1	DPOGS202046
2	2	1	NP_001040453.1	DPOGS213100
2	2	1	NP_001040454.1	DPOGS202315
2	2	1	NP_001040455.1	DPOGS215652
2	2	1	NP_001040456.1	DPOGS206432
2	2	1	NP_001040457.1	DPOGS203555
2	2	1	NP_001040458.1	DPOGS203161
2	2	1	NP_001040459.1	DPOGS212365
2	2	1	NP_001040461.1	DPOGS210175
2	2	1	NP_001040462.1	DPOGS207338
2	2	1	NP_001040463.1	DPOGS211241
2	2	1	NP_001040464.1	DPOGS210284
2	3	0.333	NP_001040466.1,NP_001165227.1	DPOGS201957
2	2	1	NP_001040467.1	DPOGS212844
2	2	1	NP_001040468.1	DPOGS201917
2	2	1	NP_001040469.1	DPOGS209091
2	2	1	NP_001040470.1	DPOGS213060
2	2	1	NP_001040471.1	DPOGS205010
2	2	1	NP_001040472.1	DPOGS213921
2	2	1	NP_001040473.1	DPOGS205152
2	2	1	NP_001040474.1	DPOGS202354
2	2	1	NP_001040475.1	DPOGS205397
2	2	1	NP_001040476.1	DPOGS207460
2	3	0.333	NP_001040477.1,XP_004934051.1	DPOGS200858
2	2	1	NP_001040478.1	DPOGS203597
2	2	1	NP_001040479.1	DPOGS214007
2	2	1	NP_001040481.1	DPOGS204830
2	2	1	NP_001040482.1	DPOGS209345
2	2	1	NP_001040483.1	DPOGS213934
2	2	1	NP_001040484.1	DPOGS201696
2	2	1	NP_001040485.1	DPOGS210473
2	2	1	NP_001040486.1	DPOGS209974
2	2	1	NP_001040487.1	DPOGS204199
2	3	0.333	NP_001040488.1,XP_004929804.1	DPOGS207382
2	4	0.25	NP_001040491.1,XP_004932588.1,XP_004932587.1	DPOGS210826
2	2	1	NP_001040492.1	DPOGS204723
2	2	1	NP_001040493.1	DPOGS209598
2	2	1	NP_001040494.1	DPOGS205919
2	2	1	NP_001040495.1	DPOGS211657
2	2	1	NP_001040496.1	DPOGS206493
2	2	1	NP_001040497.1	DPOGS201483
2	2	1	NP_001040498.1	DPOGS211741
2	2	1	NP_001040499.1	DPOGS209100
2	2	1	NP_001040500.1	DPOGS214108
2	2	1	NP_001040501.1	DPOGS203666
2	2	1	NP_001040502.1	DPOGS202930
2	2	1	NP_001040503.1	DPOGS212036
2	2	1	NP_001040504.1	DPOGS206159
2	2	1	NP_001040505.1	DPOGS212684
2	4	0.25	NP_001040506.1,XP_004923400.1,XP_004923399.1	DPOGS204028
2	2	1	NP_001040507.1	DPOGS210365
2	2	1	NP_001040508.1	DPOGS213777
2	2	1	NP_001040509.1	DPOGS204514
2	2	1	NP_001040510.1	DPOGS214716
2	2	1	NP_001040511.1	DPOGS210363
2	2	1	NP_001040512.1	DPOGS206358
2	3	0.333	NP_001040513.1,XP_004931349.1	DPOGS204681
2	2	1	NP_001040514.1	DPOGS202372
2	2	1	NP_001040515.1	DPOGS211110
2	3	0.333	NP_001040516.1,NP_001041704.1	DPOGS211278
2	2	1	NP_001040517.1	DPOGS205693
2	2	1	NP_001040518.1	DPOGS211966
2	3	0.333	NP_001040519.1	DPOGS206615,DPOGS206614
2	2	1	NP_001040520.1	DPOGS201358
2	2	1	NP_001040521.1	DPOGS206021
2	2	1	NP_001040522.1	DPOGS201546
2	2	1	NP_001040523.1	DPOGS210847
2	2	1	NP_001040524.1	DPOGS209571
2	2	1	NP_001040525.1	DPOGS203400
2	2	1	NP_001040526.1	DPOGS203156
2	2	1	NP_001040527.1	DPOGS214799
2	2	1	NP_001040528.1	DPOGS213980
2	2	1	NP_001040529.1	DPOGS210556
2	2	1	NP_001040530.1	DPOGS214731
2	2	1	NP_001040531.1	DPOGS201506
2	2	1	NP_001040532.1	DPOGS205422
2	2	1	NP_001040533.1	DPOGS200978
2	2	1	NP_001040534.1	DPOGS213698
2	2	1	NP_001040535.1	DPOGS212938
2	2	1	NP_001040536.1	DPOGS211134
2	2	1	NP_001040537.1	DPOGS200031
2	2	1	NP_001040538.1	DPOGS209235
2	2	1	NP_001040539.1	DPOGS201860
2	2	1	NP_001040540.1	DPOGS201025
2	2	1	NP_001040541.1	DPOGS205592
2	3	0.333	NP_001040542.1,NP_001103816.1	DPOGS202573
2	2	1	NP_001040543.1	DPOGS214282
2	2	1	NP_001040544.1	DPOGS215969
2	2	1	NP_001040545.1	DPOGS215053
2	2	1	NP_001040546.1	DPOGS211492
2	2	1	NP_001040547.1	DPOGS209474
2	2	1	NP_001041678.1	DPOGS210060
2	2	1	NP_001041679.1	DPOGS212704
2	2	1	NP_001041703.1	DPOGS204698
2	4	0.5	NP_001041705.1,XP_004925197.1	DPOGS209016,DPOGS209009
2	2	1	NP_001073120.1	DPOGS201113
2	2	1	NP_001073122.1	DPOGS206705
2	2	1	NP_001073135.1	DPOGS211695
2	2	1	NP_001073348.1	DPOGS203217
2	2	1	NP_001077078.1	DPOGS213007
2	9	0.119	NP_001077080.1,NP_001135414.1,NP_001104006.1,NP_001104004.1,NP_001103814.1	DPOGS201809,DPOGS201794,DPOGS201792,DPOGS201808
2	2	1	NP_001077095.1	DPOGS210514
2	2	1	NP_001077096.1	DPOGS206276
2	2	1	NP_001078833.1	DPOGS213576
2	2	1	NP_001091743.1	DPOGS214981
2	2	1	NP_001091745.1	DPOGS205059
2	2	1	NP_001091746.1	DPOGS202377
2	2	1	NP_001091747.1	DPOGS204276
2	2	1	NP_001091748.1	DPOGS208207
2	2	1	NP_001091750.1	DPOGS208688
2	2	1	NP_001091751.1	DPOGS207485
2	2	1	NP_001091752.1	DPOGS215357
2	2	1	NP_001091754.1	DPOGS200593
2	2	1	NP_001091755.1	DPOGS201666
2	2	1	NP_001091757.1	DPOGS211128
2	3	0.333	NP_001091758.1,NP_001091759.1	DPOGS200844
2	2	1	NP_001091760.1	DPOGS210318
2	2	1	NP_001091761.1	DPOGS210295
2	2	1	NP_001091762.1	DPOGS202679
2	2	1	NP_001091763.1	DPOGS205623
2	4	0.146	NP_001091765.1,XP_004932539.1	DPOGS210787,DPOGS200479
2	2	1	NP_001091766.1	DPOGS206959
2	2	1	NP_001091767.1	DPOGS211795
2	2	1	NP_001091768.1	DPOGS201992
2	2	1	NP_001091772.1	DPOGS201791
2	2	1	NP_001091773.1	DPOGS208674
2	2	1	NP_001091774.1	DPOGS208296
2	2	1	NP_001091775.1	DPOGS204201
2	2	1	NP_001091776.1	DPOGS202325
2	2	1	NP_001091777.1	DPOGS214689
2	2	1	NP_001091779.1	DPOGS208396
2	2	1	NP_001091780.1	DPOGS208400
2	2	1	NP_001091781.1	DPOGS208393
2	2	1	NP_001091782.1	DPOGS208040
2	2	1	NP_001091784.1	DPOGS208115
2	2	1	NP_001091786.1	DPOGS212630
2	2	1	NP_001091787.1	DPOGS214596
2	2	1	NP_001091788.1	DPOGS208678
2	2	1	NP_001091789.1	DPOGS201930
2	2	1	NP_001091790.1	DPOGS206384
2	2	1	NP_001091793.1	DPOGS212111
2	2	1	NP_001091796.1	DPOGS211625
2	2	1	NP_001091797.1	DPOGS215203
2	2	1	NP_001091799.1	DPOGS212414
2	2	1	NP_001091800.1	DPOGS205901
2	2	1	NP_001091802.1	DPOGS213263
2	2	1	NP_001091804.1	DPOGS201640
2	2	1	NP_001091806.1	DPOGS213646
2	2	1	NP_001091807.1	DPOGS205452
2	2	1	NP_001091809.1	DPOGS213384
2	2	1	NP_001091810.1	DPOGS200286
2	2	1	NP_001091811.1	DPOGS202064
2	2	1	NP_001091812.1	DPOGS215025
2	2	1	NP_001091813.1	DPOGS208212
2	2	1	NP_001091814.1	DPOGS212860
2	2	1	NP_001091815.1	DPOGS210709
2	2	1	NP_001091816.1	DPOGS213270
2	2	1	NP_001091817.1	DPOGS209768
2	2	1	NP_001091818.1	DPOGS202134
2	2	1	NP_001091820.2	DPOGS203049
2	2	1	NP_001091822.1	DPOGS212348
2	2	1	NP_001091823.1	DPOGS203821
2	2	1	NP_001091825.1	DPOGS200866
2	2	1	NP_001091827.1	DPOGS205262
2	2	1	NP_001091828.1	DPOGS200799
2	2	1	NP_001091829.1	DPOGS203490
2	4	0.25	NP_001091830.1,NP_001166813.1,NP_001091842.2	DPOGS206403
2	2	1	NP_001091831.1	DPOGS207764
2	2	1	NP_001091833.1	DPOGS204117
2	2	1	NP_001091835.2	DPOGS201301
2	2	1	NP_001091838.1	DPOGS200482
2	2	1	NP_001091839.1	DPOGS211719
2	2	1	NP_001091840.1	DPOGS209769
2	2	1	NP_001091841.1	DPOGS208320
2	2	1	NP_001091845.1	DPOGS203172
2	2	1	NP_001093076.1	DPOGS213218
2	2	1	NP_001093077.1	DPOGS210833
2	2	1	NP_001093078.1	DPOGS206394
2	2	1	NP_001093079.1	DPOGS202417
2	2	1	NP_001093080.1	DPOGS210013
2	2	1	NP_001093081.1	DPOGS203547
2	2	1	NP_001093082.1	DPOGS204998
2	2	1	NP_001093083.1	DPOGS206057
2	2	1	NP_001093088.1	DPOGS205930
2	2	1	NP_001093090.1	DPOGS204316
2	2	1	NP_001093091.1	DPOGS203425
2	2	1	NP_001093092.1	DPOGS209903
2	2	1	NP_001093093.1	DPOGS202276
2	2	1	NP_001093267.1	DPOGS212717
2	2	1	NP_001093268.1	DPOGS208751
2	2	1	NP_001093269.1	DPOGS208231
2	2	1	NP_001093271.1	DPOGS211094
2	2	1	NP_001093274.1	DPOGS214393
2	2	1	NP_001093275.1	DPOGS207078
2	2	1	NP_001093276.1	DPOGS214810
2	3	0.333	NP_001093277.1,NP_001103783.1	DPOGS205415
2	2	1	NP_001093278.1	DPOGS205498
2	2	1	NP_001093279.1	DPOGS210372
2	2	1	NP_001093280.1	DPOGS208229
2	2	1	NP_001093281.1	DPOGS214660
2	3	0.333	NP_001093283.1	DPOGS204549,DPOGS204548
2	2	1	NP_001093284.1	DPOGS213095
2	2	1	NP_001093285.1	DPOGS202731
2	2	1	NP_001093286.1	DPOGS213473
2	2	1	NP_001093287.1	DPOGS215665
2	2	1	NP_001093288.1	DPOGS208964
2	2	1	NP_001093289.1	DPOGS208175
2	2	1	NP_001093290.1	DPOGS201687
2	2	1	NP_001093293.1	DPOGS210298
2	2	1	NP_001093294.1	DPOGS206786
2	2	1	NP_001093295.1	DPOGS211638
2	2	1	NP_001093296.1	DPOGS205286
2	2	1	NP_001093297.1	DPOGS214377
2	2	1	NP_001093298.1	DPOGS213891
2	2	1	NP_001093299.1	DPOGS207113
2	3	0.333	NP_001093300.1	DPOGS204657,DPOGS204656
2	2	1	NP_001093302.1	DPOGS207505
2	2	1	NP_001093303.1	DPOGS213835
2	2	1	NP_001093304.1	DPOGS213237
2	2	1	NP_001093305.1	DPOGS210871
2	2	1	NP_001093306.1	DPOGS201387
2	2	1	NP_001093307.1	DPOGS215626
2	2	1	NP_001093308.1	DPOGS204979
2	2	1	NP_001093309.1	DPOGS206766
2	2	1	NP_001093314.1	DPOGS211438
2	2	1	NP_001093315.1	DPOGS212769
2	2	1	NP_001093316.1	DPOGS205992
2	2	1	NP_001093318.1	DPOGS207816
2	2	1	NP_001093319.1	DPOGS210987
2	2	1	NP_001095931.1	DPOGS215610
2	2	1	NP_001095933.1	DPOGS202991
2	2	1	NP_001095935.1	DPOGS208891
2	2	1	NP_001098066.2	DPOGS208462
2	2	1	NP_001098067.2	DPOGS208430
2	2	1	NP_001098690.1	DPOGS209329
2	2	1	NP_001098692.1	DPOGS205639
2	2	1	NP_001098694.1	DPOGS205650
2	2	1	NP_001098696.1	DPOGS205653
2	2	1	NP_001098698.1	DPOGS207015
2	2	1	NP_001098700.1	DPOGS201677
2	3	0.333	NP_001098702.1	DPOGS201683,DPOGS200520
2	2	1	NP_001103386.1	DPOGS205671
2	2	1	NP_001103387.2	DPOGS208586
2	2	1	NP_001103388.1	DPOGS209553
2	3	0.333	NP_001103390.1,NP_001166817.1	DPOGS209545
2	2	1	NP_001103395.1	DPOGS212113
2	2	1	NP_001103396.1	DPOGS213169
2	2	1	NP_001103397.1	DPOGS200030
2	2	1	NP_001103399.1	DPOGS204468
2	2	1	NP_001103403.1	DPOGS205800
2	2	1	NP_001103476.1	DPOGS205331
2	2	1	NP_001103478.1	DPOGS210929
2	3	0.333	NP_001103623.1,NP_001103624.1	DPOGS208633
2	2	1	NP_001103762.1	DPOGS207461
2	2	1	NP_001103764.1	DPOGS203090
2	2	1	NP_001103794.1	DPOGS210124
2	3	0.333	NP_001103795.1,NP_001103796.1	DPOGS214168
2	2	1	NP_001103811.1	DPOGS200223
2	2	1	NP_001103813.1	DPOGS204556
2	2	1	NP_001103822.1	DPOGS202995
2	2	1	NP_001103823.1	DPOGS216083
2	2	1	NP_001103833.1	DPOGS215623
2	2	1	NP_001104007.1	DPOGS207307
2	2	1	NP_001104796.1	DPOGS207556
2	2	1	NP_001104804.1	DPOGS207435
2	3	0.333	NP_001104808.1,NP_001104809.1	DPOGS201928
2	2	1	NP_001104817.1	DPOGS209630
2	2	1	NP_001104820.1	DPOGS206925
2	2	1	NP_001104821.1	DPOGS200620
2	2	1	NP_001104823.1	DPOGS211789
2	2	1	NP_001104825.1	DPOGS215214
2	3	0.333	NP_001104827.1,XP_004923064.1	DPOGS214903
2	3	0.333	NP_001104828.1,NP_001166606.1	DPOGS211555
2	2	1	NP_001104832.2	DPOGS214595
2	2	1	NP_001104833.1	DPOGS215139
2	2	1	NP_001104834.1	DPOGS206114
2	2	1	NP_001104835.1	DPOGS209835
2	2	1	NP_001106135.1	DPOGS202125
2	2	1	NP_001106139.1	DPOGS202894
2	2	1	NP_001106143.1	DPOGS205356
2	2	1	NP_001106217.1	DPOGS214941
2	2	1	NP_001106219.1	DPOGS205009
2	2	1	NP_001106220.1	DPOGS207181
2	2	1	NP_001106221.1	DPOGS205654
2	2	1	NP_001106222.1	DPOGS213017
2	2	1	NP_001106223.1	DPOGS211931
2	2	1	NP_001106224.1	DPOGS207804
2	2	1	NP_001106225.1	DPOGS204885
2	3	0.333	NP_001106228.1	DPOGS206965,DPOGS204511
2	2	1	NP_001106229.1	DPOGS208236
2	2	1	NP_001106230.1	DPOGS212973
2	2	1	NP_001106231.1	DPOGS202655
2	2	1	NP_001106734.1	DPOGS203711
2	2	1	NP_001106735.1	DPOGS203438
2	2	1	NP_001106736.1	DPOGS209469
2	2	1	NP_001106737.1	DPOGS207587
2	2	1	NP_001106738.1	DPOGS210917
2	2	1	NP_001106739.1	DPOGS210599
2	2	1	NP_001106740.1	DPOGS203762
2	2	1	NP_001106742.1	DPOGS216154
2	2	1	NP_001106744.1	DPOGS201921
2	2	1	NP_001106745.1	DPOGS214905
2	2	1	NP_001106746.1	DPOGS211280
2	2	1	NP_001106747.2	DPOGS209980
2	2	1	NP_001107632.1	DPOGS210960
2	2	1	NP_001108066.1	DPOGS209810
2	2	1	NP_001108113.1	DPOGS202609
2	2	1	NP_001108115.1	DPOGS210186
2	2	1	NP_001108335.1	DPOGS206789
2	2	1	NP_001108336.1	DPOGS206076
2	2	1	NP_001108337.1	DPOGS212093
2	2	1	NP_001108338.1	DPOGS205013
2	4	0.5	NP_001108339.1,NP_001121191.1	DPOGS211843,DPOGS209311
2	2	1	NP_001108340.1	DPOGS204386
2	2	1	NP_001108342.1	DPOGS203160
2	2	1	NP_001108343.1	DPOGS205157
2	2	1	NP_001108344.1	DPOGS203832
2	2	1	NP_001108346.1	DPOGS204003
2	2	1	NP_001108406.1	DPOGS205812
2	2	1	NP_001108407.1	DPOGS205594
2	2	1	NP_001108408.1	DPOGS206800
2	2	1	NP_001108456.1	DPOGS202077
2	2	1	NP_001108457.1	DPOGS207197
2	2	1	NP_001108458.1	DPOGS201662
2	2	1	NP_001108459.1	DPOGS202585
2	2	1	NP_001108462.1	DPOGS208235
2	2	1	NP_001108463.1	DPOGS207703
2	2	1	NP_001108465.1	DPOGS204831
2	2	1	NP_001108466.1	DPOGS207576
2	2	1	NP_001108467.1	DPOGS206797
2	2	1	NP_001108468.1	DPOGS207164
2	2	1	NP_001108471.1	DPOGS207163
2	2	1	NP_001108472.1	DPOGS207169
2	2	1	NP_001108473.1	DPOGS207165
2	2	1	NP_001108474.1	DPOGS206795
2	2	1	NP_001108475.1	DPOGS206803
2	2	1	NP_001108476.1	DPOGS206796
2	5	0.104	NP_001112374.1,XP_004933239.1,XP_004933236.1	DPOGS206758,DPOGS206741
2	2	1	NP_001112375.1	DPOGS215258
2	3	0.333	NP_001116499.1,NP_001116500.1	DPOGS204463
2	2	1	NP_001116808.1	DPOGS202093
2	2	1	NP_001116809.1	DPOGS202126
2	2	1	NP_001116811.1	DPOGS205027
2	2	1	NP_001116812.1	DPOGS209867
2	2	1	NP_001116813.1	DPOGS202101
2	2	1	NP_001116814.1	DPOGS209997
2	4	0.25	NP_001116815.1,XP_004930124.1,XP_004928131.1	DPOGS203350
2	2	1	NP_001116816.1	DPOGS208497
2	2	1	NP_001116818.1	DPOGS210615
2	2	1	NP_001116819.1	DPOGS215621
2	2	1	NP_001116821.1	DPOGS205295
2	2	1	NP_001116822.2	DPOGS205065
2	2	1	NP_001116823.2	DPOGS206377
2	7	0.143	NP_001119705.1,NP_001119710.1,NP_001119709.1,NP_001119708.1,NP_001119707.1,NP_001119706.1	DPOGS200834
2	2	1	NP_001119718.1	DPOGS202881
2	2	1	NP_001119719.1	DPOGS206977
2	2	1	NP_001119720.1	DPOGS212579
2	2	1	NP_001119721.1	DPOGS209083
2	2	1	NP_001119722.1	DPOGS215872
2	2	1	NP_001119723.1	DPOGS213806
2	8	0.232	NP_001119724.1,NP_001119727.1,NP_001119726.1,NP_001119725.1,XP_004921958.1	DPOGS207542,DPOGS200328,DPOGS200327
2	2	1	NP_001119729.1	DPOGS206891
2	2	1	NP_001119730.1	DPOGS200089
2	2	1	NP_001119732.1	DPOGS213822
2	3	0.333	NP_001119736.1	DPOGS202682,DPOGS202681
2	2	1	NP_001121192.1	DPOGS206594
2	2	1	NP_001121193.1	DPOGS201991
2	8	0.125	NP_001121789.1,NP_001166890.1,NP_001121795.1,NP_001121794.1,NP_001121793.1,NP_001121792.1,NP_001121791.1	DPOGS200042
2	2	1	NP_001123587.1	DPOGS204123
2	2	1	NP_001124343.1	DPOGS204332
2	2	1	NP_001124345.1	DPOGS201787
2	2	1	NP_001124348.1	DPOGS207870
2	2	1	NP_001124349.1	DPOGS210828
2	2	1	NP_001124350.1	DPOGS213834
2	2	1	NP_001124351.1	DPOGS209671
2	2	1	NP_001124353.1	DPOGS216046
2	2	1	NP_001124356.1	DPOGS211249
2	2	1	NP_001124357.1	DPOGS216130
2	2	1	NP_001124359.1	DPOGS212511
2	2	1	NP_001124360.1	DPOGS206764
2	2	1	NP_001124361.1	DPOGS212063
2	2	1	NP_001124362.1	DPOGS208221
2	2	1	NP_001124363.1	DPOGS214864
2	2	1	NP_001124364.1	DPOGS214865
2	2	1	NP_001124367.1	DPOGS208665
2	2	1	NP_001124369.1	DPOGS215118
2	2	1	NP_001124373.1	DPOGS201558
2	2	1	NP_001124374.1	DPOGS207154
2	2	1	NP_001124375.1	DPOGS208481
2	2	1	NP_001124376.2	DPOGS203028
2	2	1	NP_001124377.1	DPOGS209746
2	2	1	NP_001124378.1	DPOGS205062
2	2	1	NP_001124380.1	DPOGS208491
2	2	1	NP_001127708.1	DPOGS214801
2	2	1	NP_001127709.1	DPOGS206328
2	2	1	NP_001127710.1	DPOGS203056
2	2	1	NP_001127711.1	DPOGS215469
2	2	1	NP_001127712.1	DPOGS213050
2	2	1	NP_001127713.1	DPOGS203538
